ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
Alibeglo1-1_theant-1-1,Alibeglo1-1_theant-1,č'ianč'vela,1-1,false,expert,chechurofielddata,,,
Meshabash1-1_theant-1-1,Meshabash1-1_theant-1,č'ianč'vela,1-1,false,expert,chechurofielddata,,,
Qax4-1_theant-1-1,Qax4-1_theant-1,č'ianč'vela,1-1,false,expert,chechurofielddata,,,
Qax5-1_theant-1-1,Qax5-1_theant-1,č'ianč'vela,1-1,false,expert,chechurofielddata,,,
Qax6-1_theant-1-1,Qax6-1_theant-1,č'ianč'vela,1-1,false,expert,chechurofielddata,,,
E_Georgian-1_theant-1-1,E_Georgian-1_theant-1,č'ianč'vela,1-1,false,expert,chechurofielddata,,,
Bezhta1-1_theant-1-1,Bezhta1-1_theant-1,hũca,1-2,false,expert,chechurofielddata,,,
D_Bezhta2-1_theant-1-1,D_Bezhta2-1_theant-1,hũca,1-2,false,expert,chechurofielddata,,,
E_Persian-1_theant-1-1,E_Persian-1_theant-1,moor,1-3,false,expert,armandpc,,,
E_Persian-1_theant-2-1,E_Persian-1_theant-2,moor,1-3,false,expert,armandpc,,,
E_Arabic-1_theant-1-1,E_Arabic-1_theant-1,نَمْلَة,1-4,false,expert,bulakhpc,,,
E_Azerbaijani-1_theant-1-1,E_Azerbaijani-1_theant-1,qarışqa,1-5,false,expert,suleymanovpc,,,
Darvag1-1_theant-1-1,Darvag1-1_theant-1,qarışqa,1-5,false,expert,chechurofielddata,,,
Darvag2-1_theant-1-1,Darvag2-1_theant-1,qarışqa,1-5,false,expert,chechurofielddata,,,
Darvag3-1_theant-1-1,Darvag3-1_theant-1,qarışqa,1-5,false,expert,chechurofielddata,,,
Darvag4-1_theant-1-1,Darvag4-1_theant-1,qarışqa,1-5,false,expert,chechurofielddata,,,
Darvag5-1_theant-1-1,Darvag5-1_theant-1,qarışqa,1-5,false,expert,chechurofielddata,,,
Darvag6-1_theant-1-1,Darvag6-1_theant-1,qarışqa,1-5,false,expert,chechurofielddata,,,
Ilisu1-1_theant-1-1,Ilisu1-1_theant-1,qarışqa,1-5,false,expert,chechurofielddata,,,
Qax2-1_theant-1-1,Qax2-1_theant-1,qarışqa,1-5,false,expert,chechurofielddata,,,
Qax3-1_theant-1-1,Qax3-1_theant-1,qarışqa,1-5,false,expert,chechurofielddata,,,
Qax7-1_theant-1-1,Qax7-1_theant-1,qarışqa,1-5,false,expert,chechurofielddata,,,
Qax9-1_theant-1-1,Qax9-1_theant-1,qarışqa,1-5,false,expert,chechurofielddata,,,
Yersi1-1_theant-1-1,Yersi1-1_theant-1,qarışqa,1-5,false,expert,chechurofielddata,,,
Yersi2-1_theant-1-1,Yersi2-1_theant-1,qarışqa,1-5,false,expert,chechurofielddata,,,
Yersi3-1_theant-1-1,Yersi3-1_theant-1,qarışqa,1-5,false,expert,chechurofielddata,,,
D_Agul-1_theant-1-1,D_Agul-1_theant-1,зибз,1-6,false,expert,chechurofielddata,,,
D_Tabasaran-1_theant-1-1,D_Tabasaran-1_theant-1,зимз,1-6,false,expert,chechurofielddata,,,
D_Archi-1_theant-1-1,D_Archi-1_theant-1,zimzu,1-6,false,expert,chechurofielddata,,,
D_Rutul-1_theant-1-1,D_Rutul-1_theant-1,дзыдза1хъ,1-8,false,expert,chechurofielddata,,,
Ikhrek1-1_theant-1-1,Ikhrek1-1_theant-1,дзыдза1хъ,1-8,false,expert,chechurofielddata,,,
Ikhrek2-1_theant-1-1,Ikhrek2-1_theant-1,дзыдза1хъ,1-8,false,expert,chechurofielddata,,,
Ikhrek3-1_theant-1-1,Ikhrek3-1_theant-1,дзыдза1хъ,1-8,false,expert,chechurofielddata,,,
Ikhrek4-1_theant-1-1,Ikhrek4-1_theant-1,дзыдза1хъ,1-8,false,expert,chechurofielddata,,,
Kiche1-1_theant-1-1,Kiche1-1_theant-1,дзыдза1хъ,1-8,false,expert,chechurofielddata,,,
Kiche2-1_theant-1-1,Kiche2-1_theant-1,дзыдза1хъ,1-8,false,expert,chechurofielddata,,,
Rutul1-1_theant-1-1,Rutul1-1_theant-1,дзыдза1хъ,1-8,false,expert,chechurofielddata,,,
Kina4-1_theant-1-1,Kina4-1_theant-1,дзыдза1хъ,1-8,false,expert,chechurofielddata,,,
Kina5-1_theant-1-1,Kina5-1_theant-1,дзыдза1хъ,1-8,false,expert,chechurofielddata,,,
Kina3a-1_theant-1-1,Kina3a-1_theant-1,дзыдза1хъ,1-8,false,expert,chechurofielddata,,,
Kina2a-1_theant-1-1,Kina2a-1_theant-1,дзыдза1хъ,1-8,false,expert,chechurofielddata,,,
Kina1a-1_theant-1-1,Kina1a-1_theant-1,дзыдза1хъ,1-8,false,expert,chechurofielddata,,,
Khnov2-1_theant-1-1,Khnov2-1_theant-1,дзыдза1хъ,1-8,false,expert,chechurofielddata,,,
Khnov3-1_theant-1-1,Khnov3-1_theant-1,дзыдза1хъ,1-8,false,expert,chechurofielddata,,,
E_Chechen-1_theant-1-1,E_Chechen-1_theant-1,зингат,1-9,false,expert,chechurofielddata,,,
E_Kumyk-1_theant-1-1,E_Kumyk-1_theant-1,къомурсгъа,1-13,false,expert,chechurofielddata,,,
D_Botlikh-1_theant-1-1,D_Botlikh-1_theant-1,танц1ц1а,1-14,false,expert,chechurofielddata,,,
D_Gagatli-1_theant-1-1,D_Gagatli-1_theant-1,лъанц1ц1и,1-14,false,expert,chechurofielddata,,,
D_Karata-1_theant-1-1,D_Karata-1_theant-1,лъарц1ц1е,1-14,false,expert,chechurofielddata,,,
Karata1-1_theant-1-1,Karata1-1_theant-1,лъарц1ц1е,1-14,false,expert,chechurofielddata,,,
Karata3-1_theant-1-1,Karata3-1_theant-1,лъарц1ц1е,1-14,false,expert,chechurofielddata,,,
Karata4-1_theant-1-1,Karata4-1_theant-1,лъарц1ц1е,1-14,false,expert,chechurofielddata,,,
Rikvani1-1_theant-1-1,Rikvani1-1_theant-1,лъанц1ц1и,1-14,false,expert,chechurofielddata,,,
Zilo1-1_theant-1-1,Zilo1-1_theant-1,лъанц1ц1и,1-14,false,expert,chechurofielddata,,,
Zilo2-1_theant-1-1,Zilo2-1_theant-1,лъанц1ц1и,1-14,false,expert,chechurofielddata,,,
Anchikh1-1_theant-1-1,Anchikh1-1_theant-1,лъарц1ц1е,1-14,false,expert,chechurofielddata,,,
Anchikh2-1_theant-1-1,Anchikh2-1_theant-1,лъарц1ц1е,1-14,false,expert,chechurofielddata,,,
Kvankhidatli1-1_theant-1-1,Kvankhidatli1-1_theant-1,лъанц1ц1и,1-14,false,expert,chechurofielddata,,,
Tukita2-1_theant-1-1,Tukita2-1_theant-1,лъарц1ц1е,1-14,false,expert,chechurofielddata,,,
Tukita3-1_theant-1-1,Tukita3-1_theant-1,лъарц1ц1е,1-14,false,expert,chechurofielddata,,,
Tukita4-1_theant-1-1,Tukita4-1_theant-1,лъарц1ц1е,1-14,false,expert,chechurofielddata,,,
Tukita5-1_theant-1-1,Tukita5-1_theant-1,лъарц1ц1е,1-14,false,expert,chechurofielddata,,,
E_Russian-1_theant-1-1,E_Russian-1_theant-1,муравей,1-16,false,expert,chechurofielddata,,,
D_Hinuq-1_theant-1-1,D_Hinuq-1_theant-1,рецен,1-17,false,expert,chechurofielddata,,,
D_Tsez-1_theant-1-1,D_Tsez-1_theant-1,РЕЦÉНЙО,1-17,false,expert,chechurofielddata,,,
Kidero1-1_theant-1-1,Kidero1-1_theant-1,РЕЦÉНЙО,1-17,false,expert,chechurofielddata,,,
Kidero2-1_theant-1-1,Kidero2-1_theant-1,РЕЦÉНЙО,1-17,false,expert,chechurofielddata,,,
Kidero3-1_theant-1-1,Kidero3-1_theant-1,РЕЦÉНЙО,1-17,false,expert,chechurofielddata,,,
E_Avar-1_theant-1-1,E_Avar-1_theant-1,цIунцIра,1-20,false,expert,chechurofielddata,,,
D_Lezgian-1_theant-1-1,D_Lezgian-1_theant-1,цегв,1-23,false,expert,chechurofielddata,,,
D_Bagvalal-1_theant-1-1,D_Bagvalal-1_theant-1,жуНж,1-24,false,expert,chechurofielddata,,,
D_Agul-2_thearch-1-1,D_Agul-2_thearch-1,чарх,2-1,false,expert,chechurofielddata,,,
D_Rutul-2_thearch-1-1,D_Rutul-2_thearch-1,чарх,2-1,false,expert,chechurofielddata,,,
D_Tabasaran-2_thearch-1-1,D_Tabasaran-2_thearch-1,чарх,2-1,false,expert,chechurofielddata,,,
Ikhrek3-2_thearch-1-1,Ikhrek3-2_thearch-1,чарх,2-1,false,expert,chechurofielddata,,,
Kiche1-2_thearch-1-1,Kiche1-2_thearch-1,чарх,2-1,false,expert,chechurofielddata,,,
Kiche2-2_thearch-1-1,Kiche2-2_thearch-1,чарх,2-1,false,expert,chechurofielddata,,,
Rutul1-2_thearch-1-1,Rutul1-2_thearch-1,чарх,2-1,false,expert,chechurofielddata,,,
Kina3a-2_thearch-1-1,Kina3a-2_thearch-1,чарх,2-1,false,expert,chechurofielddata,,,
Kina2a-2_thearch-1-1,Kina2a-2_thearch-1,чарх,2-1,false,expert,chechurofielddata,,,
E_Russian-2_thearch-1-1,E_Russian-2_thearch-1,арка,2-2,false,expert,chechurofielddata,,,
D_Botlikh-2_thearch-1-1,D_Botlikh-2_thearch-1,к1к1амур,2-3,false,expert,chechurofielddata,,,
D_Gagatli-2_thearch-1-1,D_Gagatli-2_thearch-1,к1к1амур,2-3,false,expert,chechurofielddata,,,
D_Hinuq-2_thearch-1-1,D_Hinuq-2_thearch-1,кIамури,2-3,false,expert,chechurofielddata,,,
D_Karata-2_thearch-1-1,D_Karata-2_thearch-1,к1амур,2-3,false,expert,chechurofielddata,,,
D_Tsez-2_thearch-1-1,D_Tsez-2_thearch-1,КIÁМУ,2-3,false,expert,chechurofielddata,,,
Karata1-2_thearch-1-1,Karata1-2_thearch-1,к1амур,2-3,false,expert,chechurofielddata,,,
Karata3-2_thearch-1-1,Karata3-2_thearch-1,к1амур,2-3,false,expert,chechurofielddata,,,
Kidero2-2_thearch-1-1,Kidero2-2_thearch-1,КIÁМУ,2-3,false,expert,chechurofielddata,,,
Kidero3-2_thearch-1-1,Kidero3-2_thearch-1,КIÁМУ,2-3,false,expert,chechurofielddata,,,
Rikvani1-2_thearch-1-1,Rikvani1-2_thearch-1,к1к1амур,2-3,false,expert,chechurofielddata,,,
Zilo1-2_thearch-1-1,Zilo1-2_thearch-1,к1к1амур,2-3,false,expert,chechurofielddata,,,
Zilo2-2_thearch-1-1,Zilo2-2_thearch-1,к1к1амур,2-3,false,expert,chechurofielddata,,,
D_Archi-2_thearch-1-1,D_Archi-2_thearch-1,kummur,2-3,false,expert,chechurofielddata,,,
D_Bezhta2-2_thearch-1-1,D_Bezhta2-2_thearch-1,k’amur,2-3,false,expert,chechurofielddata,,,
Tlibisho1-2_thearch-1-1,Tlibisho1-2_thearch-1,кIáмур,2-3,false,expert,chechurofielddata,,,
Tlibisho2-2_thearch-1-1,Tlibisho2-2_thearch-1,кIáмур,2-3,false,expert,chechurofielddata,,,
Tlibisho3-2_thearch-1-1,Tlibisho3-2_thearch-1,кIáмур,2-3,false,expert,chechurofielddata,,,
D_Bagvalal-2_thearch-1-1,D_Bagvalal-2_thearch-1,кIáмур,2-3,false,expert,chechurofielddata,,,
E_Avar-2_thearch-1-1,E_Avar-2_thearch-1,кIамури,2-3,false,expert,chechurofielddata,,,
Anchikh2-2_thearch-1-1,Anchikh2-2_thearch-1,к1амур,2-3,false,expert,chechurofielddata,,,
Kvankhidatli1-2_thearch-1-1,Kvankhidatli1-2_thearch-1,к1к1амур,2-3,false,expert,chechurofielddata,,,
Tukita2-2_thearch-1-1,Tukita2-2_thearch-1,к1амур,2-3,false,expert,chechurofielddata,,,
Tukita4-2_thearch-1-1,Tukita4-2_thearch-1,к1амур,2-3,false,expert,chechurofielddata,,,
Alibeglo1-2_thearch-1-1,Alibeglo1-2_thearch-1,taʁi,2-5,false,expert,chechurofielddata,,,
E_Azerbaijani-2_thearch-1-1,E_Azerbaijani-2_thearch-1,tağ,2-5,false,expert,suleymanovpc,,,
Darvag2-2_thearch-1-1,Darvag2-2_thearch-1,tağ,2-5,false,expert,chechurofielddata,,,
Ilisu1-2_thearch-1-1,Ilisu1-2_thearch-1,tağ,2-5,false,expert,chechurofielddata,,,
Meshabash1-2_thearch-1-1,Meshabash1-2_thearch-1,taʁi,2-5,false,expert,chechurofielddata,,,
Qax2-2_thearch-1-1,Qax2-2_thearch-1,tağ,2-5,false,expert,chechurofielddata,,,
Qax4-2_thearch-1-1,Qax4-2_thearch-1,taʁi,2-5,false,expert,chechurofielddata,,,
Qax5-2_thearch-1-1,Qax5-2_thearch-1,taʁi,2-5,false,expert,chechurofielddata,,,
Qax7-2_thearch-1-1,Qax7-2_thearch-1,tağ,2-5,false,expert,chechurofielddata,,,
E_Georgian-2_thearch-1-1,E_Georgian-2_thearch-1,taʁi,2-5,false,expert,chechurofielddata,,,
E_Persian-2_thearch-1-1,E_Persian-2_thearch-1,tāq,2-5,false,expert,armandpc,,,
D_Rutul-2_thearch-2-1,D_Rutul-2_thearch-2,ад,2-6,false,expert,chechurofielddata,,,
E_Kumyk-2_thearch-1-1,E_Kumyk-2_thearch-1,гюмез,2-14,false,expert,chechurofielddata,,,
E_Chechen-2_thearch-1-1,E_Chechen-2_thearch-1,нартол,2-16,false,expert,chechurofielddata,,,
E_Arabic-2_thearch-1-1,E_Arabic-2_thearch-1,قَوْس,2-18,false,expert,bulakhpc,,,
E_Azerbaijani-3_theaxeax-1-1,E_Azerbaijani-3_theaxeax-1,balta,3-1,false,expert,suleymanovpc,,,
D_Rutul-3_theaxeax-1-1,D_Rutul-3_theaxeax-1,балта,3-1,false,expert,chechurofielddata,,,
Darvag1-3_theaxeax-1-1,Darvag1-3_theaxeax-1,balta,3-1,false,expert,chechurofielddata,,,
Darvag2-3_theaxeax-1-1,Darvag2-3_theaxeax-1,balta,3-1,false,expert,chechurofielddata,,,
Darvag3-3_theaxeax-1-1,Darvag3-3_theaxeax-1,balta,3-1,false,expert,chechurofielddata,,,
Darvag4-3_theaxeax-1-1,Darvag4-3_theaxeax-1,balta,3-1,false,expert,chechurofielddata,,,
Darvag5-3_theaxeax-1-1,Darvag5-3_theaxeax-1,balta,3-1,false,expert,chechurofielddata,,,
Darvag6-3_theaxeax-1-1,Darvag6-3_theaxeax-1,balta,3-1,false,expert,chechurofielddata,,,
Ikhrek1-3_theaxeax-1-1,Ikhrek1-3_theaxeax-1,балта,3-1,false,expert,chechurofielddata,,,
Ikhrek2-3_theaxeax-1-1,Ikhrek2-3_theaxeax-1,балта,3-1,false,expert,chechurofielddata,,,
Ikhrek3-3_theaxeax-1-1,Ikhrek3-3_theaxeax-1,балта,3-1,false,expert,chechurofielddata,,,
Ikhrek4-3_theaxeax-1-1,Ikhrek4-3_theaxeax-1,балта,3-1,false,expert,chechurofielddata,,,
Ilisu1-3_theaxeax-1-1,Ilisu1-3_theaxeax-1,balta,3-1,false,expert,chechurofielddata,,,
Kiche1-3_theaxeax-1-1,Kiche1-3_theaxeax-1,балта,3-1,false,expert,chechurofielddata,,,
Kiche2-3_theaxeax-1-1,Kiche2-3_theaxeax-1,балта,3-1,false,expert,chechurofielddata,,,
Qax2-3_theaxeax-1-1,Qax2-3_theaxeax-1,balta,3-1,false,expert,chechurofielddata,,,
Qax3-3_theaxeax-1-1,Qax3-3_theaxeax-1,balta,3-1,false,expert,chechurofielddata,,,
Qax7-3_theaxeax-1-1,Qax7-3_theaxeax-1,balta,3-1,false,expert,chechurofielddata,,,
Qax9-3_theaxeax-1-1,Qax9-3_theaxeax-1,balta,3-1,false,expert,chechurofielddata,,,
Rutul1-3_theaxeax-1-1,Rutul1-3_theaxeax-1,балта,3-1,false,expert,chechurofielddata,,,
Yersi1-3_theaxeax-1-1,Yersi1-3_theaxeax-1,balta,3-1,false,expert,chechurofielddata,,,
Yersi2-3_theaxeax-1-1,Yersi2-3_theaxeax-1,balta,3-1,false,expert,chechurofielddata,,,
Yersi3-3_theaxeax-1-1,Yersi3-3_theaxeax-1,balta,3-1,false,expert,chechurofielddata,,,
E_Kumyk-3_theaxeax-1-1,E_Kumyk-3_theaxeax-1,балта,3-1,false,expert,chechurofielddata,,,
Kina4-3_theaxeax-1-1,Kina4-3_theaxeax-1,балта,3-1,false,expert,chechurofielddata,,,
Kina5-3_theaxeax-1-1,Kina5-3_theaxeax-1,балта,3-1,false,expert,chechurofielddata,,,
Kina3a-3_theaxeax-1-1,Kina3a-3_theaxeax-1,балта,3-1,false,expert,chechurofielddata,,,
Kina2a-3_theaxeax-1-1,Kina2a-3_theaxeax-1,балта,3-1,false,expert,chechurofielddata,,,
Kina1a-3_theaxeax-1-1,Kina1a-3_theaxeax-1,балта,3-1,false,expert,chechurofielddata,,,
E_Arabic-3_theaxeax-1-1,E_Arabic-3_theaxeax-1,فَأْس,3-2,false,expert,bulakhpc,,,
E_Georgian-3_theaxeax-1-1,E_Georgian-3_theaxeax-1,najakhi,3-3,false,expert,chechurofielddata,,,
Bezhta1-3_theaxeax-1-1,Bezhta1-3_theaxeax-1,õg,3-4,false,expert,chechurofielddata,,,
D_Hinuq-3_theaxeax-1-1,D_Hinuq-3_theaxeax-1,ог,3-4,false,expert,chechurofielddata,,,
D_Bezhta2-3_theaxeax-1-1,D_Bezhta2-3_theaxeax-1,õg,3-4,false,expert,chechurofielddata,,,
Bezhta2-3_theaxeax-1-1,Bezhta2-3_theaxeax-1,õg,3-4,false,expert,chechurofielddata,,,
Alibeglo1-3_theaxeax-1-1,Alibeglo1-3_theaxeax-1,tsuli,3-5,false,expert,chechurofielddata,,,
Meshabash1-3_theaxeax-1-1,Meshabash1-3_theaxeax-1,tsuli,3-5,false,expert,chechurofielddata,,,
Qax4-3_theaxeax-1-1,Qax4-3_theaxeax-1,tsuli,3-5,false,expert,chechurofielddata,,,
Qax5-3_theaxeax-1-1,Qax5-3_theaxeax-1,tsuli,3-5,false,expert,chechurofielddata,,,
Qax6-3_theaxeax-1-1,Qax6-3_theaxeax-1,tsuli,3-5,false,expert,chechurofielddata,,,
E_Georgian-3_theaxeax-2-1,E_Georgian-3_theaxeax-2,tsuli,3-5,false,expert,chechurofielddata,,,
E_Russian-3_theaxeax-1-1,E_Russian-3_theaxeax-1,топор,3-6,false,expert,chechurofielddata,,,
D_Archi-3_theaxeax-1-1,D_Archi-3_theaxeax-1,tabərzan,3-6,false,expert,chechurofielddata,,,
E_Persian-3_theaxeax-1-1,E_Persian-3_theaxeax-1,tabar,3-6,false,expert,armandpc,,,
E_Persian-3_theaxeax-2-1,E_Persian-3_theaxeax-2,tabar,3-6,false,expert,armandpc,,,
D_Karata-3_theaxeax-1-1,D_Karata-3_theaxeax-1,аНжито,3-8,false,expert,chechurofielddata,,,
Karata1-3_theaxeax-1-1,Karata1-3_theaxeax-1,аНжито,3-8,false,expert,chechurofielddata,,,
Karata3-3_theaxeax-1-1,Karata3-3_theaxeax-1,аНжито,3-8,false,expert,chechurofielddata,,,
Karata4-3_theaxeax-1-1,Karata4-3_theaxeax-1,аНжито,3-8,false,expert,chechurofielddata,,,
Tukita1-3_theaxeax-1-1,Tukita1-3_theaxeax-1,аНжито,3-8,false,expert,chechurofielddata,,,
Tlibisho1-3_theaxeax-1-1,Tlibisho1-3_theaxeax-1,аНжитв,3-8,false,expert,chechurofielddata,,,
Tlibisho2-3_theaxeax-1-1,Tlibisho2-3_theaxeax-1,аНжитв,3-8,false,expert,chechurofielddata,,,
Tlibisho3-3_theaxeax-1-1,Tlibisho3-3_theaxeax-1,аНжитв,3-8,false,expert,chechurofielddata,,,
Tlibisho4-3_theaxeax-1-1,Tlibisho4-3_theaxeax-1,аНжитв,3-8,false,expert,chechurofielddata,,,
D_Bagvalal-3_theaxeax-1-1,D_Bagvalal-3_theaxeax-1,аНжитв,3-8,false,expert,chechurofielddata,,,
Anchikh1-3_theaxeax-1-1,Anchikh1-3_theaxeax-1,аНжито,3-8,false,expert,chechurofielddata,,,
Anchikh2-3_theaxeax-1-1,Anchikh2-3_theaxeax-1,аНжито,3-8,false,expert,chechurofielddata,,,
Tukita2-3_theaxeax-1-1,Tukita2-3_theaxeax-1,аНжито,3-8,false,expert,chechurofielddata,,,
Tukita3-3_theaxeax-1-1,Tukita3-3_theaxeax-1,аНжито,3-8,false,expert,chechurofielddata,,,
Tukita4-3_theaxeax-1-1,Tukita4-3_theaxeax-1,аНжито,3-8,false,expert,chechurofielddata,,,
Tukita5-3_theaxeax-1-1,Tukita5-3_theaxeax-1,аНжито,3-8,false,expert,chechurofielddata,,,
E_Avar-3_theaxeax-1-1,E_Avar-3_theaxeax-1,гIащтIи,3-10,false,expert,chechurofielddata,,,
D_Tsez-3_theaxeax-1-1,D_Tsez-3_theaxeax-1,ГIО,3-11,false,expert,chechurofielddata,,,
Kidero1-3_theaxeax-1-1,Kidero1-3_theaxeax-1,ГIО,3-11,false,expert,chechurofielddata,,,
Kidero2-3_theaxeax-1-1,Kidero2-3_theaxeax-1,ГIО,3-11,false,expert,chechurofielddata,,,
Kidero3-3_theaxeax-1-1,Kidero3-3_theaxeax-1,ГIО,3-11,false,expert,chechurofielddata,,,
E_Chechen-3_theaxeax-1-1,E_Chechen-3_theaxeax-1,диг,3-12,false,expert,chechurofielddata,,,
D_Agul-3_theaxeax-1-1,D_Agul-3_theaxeax-1,якIв,3-13,false,expert,chechurofielddata,,,
D_Lezgian-3_theaxeax-1-1,D_Lezgian-3_theaxeax-1,як1в,3-13,false,expert,chechurofielddata,,,
D_Tabasaran-3_theaxeax-1-1,D_Tabasaran-3_theaxeax-1,екIв,3-13,false,expert,chechurofielddata,,,
Fiy1-3_theaxeax-1-1,Fiy1-3_theaxeax-1,як1в,3-13,false,expert,chechurofielddata,,,
Fiy2-3_theaxeax-1-1,Fiy2-3_theaxeax-1,як1в,3-13,false,expert,chechurofielddata,,,
Gdym2-3_theaxeax-1-1,Gdym2-3_theaxeax-1,як1в,3-13,false,expert,chechurofielddata,,,
D_Hinuq-3_theaxeax-2-1,D_Hinuq-3_theaxeax-2,ишину,3-14,false,expert,chechurofielddata,,,
D_Botlikh-3_theaxeax-1-1,D_Botlikh-3_theaxeax-1,курт1а,3-15,false,expert,chechurofielddata,,,
Alibeglo1-4_theball-1-1,Alibeglo1-4_theball-1,burti,4-1,false,expert,chechurofielddata,,,
Meshabash1-4_theball-1-1,Meshabash1-4_theball-1,burti,4-1,false,expert,chechurofielddata,,,
Qax4-4_theball-1-1,Qax4-4_theball-1,burti,4-1,false,expert,chechurofielddata,,,
Qax5-4_theball-1-1,Qax5-4_theball-1,burti,4-1,false,expert,chechurofielddata,,,
Qax6-4_theball-1-1,Qax6-4_theball-1,burti,4-1,false,expert,chechurofielddata,,,
E_Georgian-4_theball-1-1,E_Georgian-4_theball-1,burti,4-1,false,expert,chechurofielddata,,,
D_Agul-4_theball-1-1,D_Agul-4_theball-1,туп,4-2,false,expert,chechurofielddata,,,
E_Azerbaijani-4_theball-1-1,E_Azerbaijani-4_theball-1,top,4-2,false,expert,suleymanovpc,,,
D_Lezgian-4_theball-1-1,D_Lezgian-4_theball-1,туп,4-2,false,expert,chechurofielddata,,,
D_Rutul-4_theball-1-1,D_Rutul-4_theball-1,туп,4-2,false,expert,chechurofielddata,,,
D_Tabasaran-4_theball-1-1,D_Tabasaran-4_theball-1,туп,4-2,false,expert,chechurofielddata,,,
D_Tsez-4_theball-1-1,D_Tsez-4_theball-1,ТОП,4-2,false,expert,chechurofielddata,,,
Darvag1-4_theball-1-1,Darvag1-4_theball-1,top,4-2,false,expert,chechurofielddata,,,
Darvag2-4_theball-1-1,Darvag2-4_theball-1,top,4-2,false,expert,chechurofielddata,,,
Darvag3-4_theball-1-1,Darvag3-4_theball-1,top,4-2,false,expert,chechurofielddata,,,
Darvag4-4_theball-1-1,Darvag4-4_theball-1,top,4-2,false,expert,chechurofielddata,,,
Darvag5-4_theball-1-1,Darvag5-4_theball-1,top,4-2,false,expert,chechurofielddata,,,
Darvag6-4_theball-1-1,Darvag6-4_theball-1,top,4-2,false,expert,chechurofielddata,,,
Ikhrek1-4_theball-1-1,Ikhrek1-4_theball-1,туп,4-2,false,expert,chechurofielddata,,,
Ikhrek2-4_theball-1-1,Ikhrek2-4_theball-1,туп,4-2,false,expert,chechurofielddata,,,
Ikhrek3-4_theball-1-1,Ikhrek3-4_theball-1,туп,4-2,false,expert,chechurofielddata,,,
Ikhrek4-4_theball-1-1,Ikhrek4-4_theball-1,туп,4-2,false,expert,chechurofielddata,,,
Ilisu1-4_theball-1-1,Ilisu1-4_theball-1,top,4-2,false,expert,chechurofielddata,,,
Khlyut1-4_theball-1-1,Khlyut1-4_theball-1,туп,4-2,false,expert,chechurofielddata,,,
Khlyut2-4_theball-1-1,Khlyut2-4_theball-1,туп,4-2,false,expert,chechurofielddata,,,
Khlyut3-4_theball-1-1,Khlyut3-4_theball-1,туп,4-2,false,expert,chechurofielddata,,,
Khlyut4-4_theball-1-1,Khlyut4-4_theball-1,туп,4-2,false,expert,chechurofielddata,,,
Khlyut5-4_theball-1-1,Khlyut5-4_theball-1,туп,4-2,false,expert,chechurofielddata,,,
Kiche1-4_theball-1-1,Kiche1-4_theball-1,туп,4-2,false,expert,chechurofielddata,,,
Kiche2-4_theball-1-1,Kiche2-4_theball-1,туп,4-2,false,expert,chechurofielddata,,,
Qax2-4_theball-1-1,Qax2-4_theball-1,top,4-2,false,expert,chechurofielddata,,,
Qax3-4_theball-1-1,Qax3-4_theball-1,top,4-2,false,expert,chechurofielddata,,,
Qax7-4_theball-1-1,Qax7-4_theball-1,top,4-2,false,expert,chechurofielddata,,,
Qax9-4_theball-1-1,Qax9-4_theball-1,top,4-2,false,expert,chechurofielddata,,,
Rutul1-4_theball-1-1,Rutul1-4_theball-1,туп,4-2,false,expert,chechurofielddata,,,
Yersi1-4_theball-1-1,Yersi1-4_theball-1,top,4-2,false,expert,chechurofielddata,,,
Yersi2-4_theball-1-1,Yersi2-4_theball-1,top,4-2,false,expert,chechurofielddata,,,
Yersi3-4_theball-1-1,Yersi3-4_theball-1,top,4-2,false,expert,chechurofielddata,,,
D_Archi-4_theball-1-1,D_Archi-4_theball-1,dump,4-2,false,expert,chechurofielddata,,,
E_Kumyk-4_theball-1-1,E_Kumyk-4_theball-1,топ,4-2,false,expert,chechurofielddata,,,
E_Persian-4_theball-1-1,E_Persian-4_theball-1,tup,4-2,false,expert,armandpc,,,
Fiy1-4_theball-1-1,Fiy1-4_theball-1,туп,4-2,false,expert,chechurofielddata,,,
Fiy2-4_theball-1-1,Fiy2-4_theball-1,туп,4-2,false,expert,chechurofielddata,,,
Gdym1-4_theball-1-1,Gdym1-4_theball-1,туп,4-2,false,expert,chechurofielddata,,,
Gdym2-4_theball-1-1,Gdym2-4_theball-1,туп,4-2,false,expert,chechurofielddata,,,
Khnov1-4_theball-1-1,Khnov1-4_theball-1,туп,4-2,false,expert,chechurofielddata,,,
Khnov2-4_theball-1-1,Khnov2-4_theball-1,туп,4-2,false,expert,chechurofielddata,,,
Khnov3-4_theball-1-1,Khnov3-4_theball-1,туп,4-2,false,expert,chechurofielddata,,,
Kina4-4_theball-1-1,Kina4-4_theball-1,туп,4-2,false,expert,chechurofielddata,,,
Kina5-4_theball-1-1,Kina5-4_theball-1,туп,4-2,false,expert,chechurofielddata,,,
Kina3a-4_theball-1-1,Kina3a-4_theball-1,туп,4-2,false,expert,chechurofielddata,,,
Kina2a-4_theball-1-1,Kina2a-4_theball-1,туп,4-2,false,expert,chechurofielddata,,,
Kina1a-4_theball-1-1,Kina1a-4_theball-1,туп,4-2,false,expert,chechurofielddata,,,
