ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
Darvag2-61_thegoose-1-1,Darvag2-61_thegoose-1,qaz,61-3,false,expert,chechurofielddata,,,
Darvag3-61_thegoose-1-1,Darvag3-61_thegoose-1,qaz,61-3,false,expert,chechurofielddata,,,
Darvag4-61_thegoose-1-1,Darvag4-61_thegoose-1,qaz,61-3,false,expert,chechurofielddata,,,
Darvag5-61_thegoose-1-1,Darvag5-61_thegoose-1,qaz,61-3,false,expert,chechurofielddata,,,
Darvag6-61_thegoose-1-1,Darvag6-61_thegoose-1,qaz,61-3,false,expert,chechurofielddata,,,
Ikhrek1-61_thegoose-1-1,Ikhrek1-61_thegoose-1,къаз,61-3,false,expert,chechurofielddata,,,
Ikhrek2-61_thegoose-1-1,Ikhrek2-61_thegoose-1,къаз,61-3,false,expert,chechurofielddata,,,
Ikhrek3-61_thegoose-1-1,Ikhrek3-61_thegoose-1,къаз,61-3,false,expert,chechurofielddata,,,
Ikhrek4-61_thegoose-1-1,Ikhrek4-61_thegoose-1,къаз,61-3,false,expert,chechurofielddata,,,
Ilisu1-61_thegoose-1-1,Ilisu1-61_thegoose-1,qaz,61-3,false,expert,chechurofielddata,,,
Karata1-61_thegoose-1-1,Karata1-61_thegoose-1,хъаз,61-3,false,expert,chechurofielddata,,,
Karata3-61_thegoose-1-1,Karata3-61_thegoose-1,хъаз,61-3,false,expert,chechurofielddata,,,
Karata4-61_thegoose-1-1,Karata4-61_thegoose-1,хъаз,61-3,false,expert,chechurofielddata,,,
Khlyut1-61_thegoose-1-1,Khlyut1-61_thegoose-1,КЪАЗ,61-3,false,expert,chechurofielddata,,,
Khlyut2-61_thegoose-1-1,Khlyut2-61_thegoose-1,КЪАЗ,61-3,false,expert,chechurofielddata,,,
Khlyut4-61_thegoose-1-1,Khlyut4-61_thegoose-1,КЪАЗ,61-3,false,expert,chechurofielddata,,,
Khlyut5-61_thegoose-1-1,Khlyut5-61_thegoose-1,КЪАЗ,61-3,false,expert,chechurofielddata,,,
Kiche1-61_thegoose-1-1,Kiche1-61_thegoose-1,къаз,61-3,false,expert,chechurofielddata,,,
Kiche2-61_thegoose-1-1,Kiche2-61_thegoose-1,къаз,61-3,false,expert,chechurofielddata,,,
Qax2-61_thegoose-1-1,Qax2-61_thegoose-1,qaz,61-3,false,expert,chechurofielddata,,,
Qax3-61_thegoose-1-1,Qax3-61_thegoose-1,qaz,61-3,false,expert,chechurofielddata,,,
Qax7-61_thegoose-1-1,Qax7-61_thegoose-1,qaz,61-3,false,expert,chechurofielddata,,,
Qax9-61_thegoose-1-1,Qax9-61_thegoose-1,qaz,61-3,false,expert,chechurofielddata,,,
Rikvani1-61_thegoose-1-1,Rikvani1-61_thegoose-1,хъази,61-3,false,expert,chechurofielddata,,,
Rutul1-61_thegoose-1-1,Rutul1-61_thegoose-1,къаз,61-3,false,expert,chechurofielddata,,,
Tukita1-61_thegoose-1-1,Tukita1-61_thegoose-1,хъаз,61-3,false,expert,chechurofielddata,,,
Yersi1-61_thegoose-1-1,Yersi1-61_thegoose-1,qaz,61-3,false,expert,chechurofielddata,,,
Yersi2-61_thegoose-1-1,Yersi2-61_thegoose-1,qaz,61-3,false,expert,chechurofielddata,,,
Yersi3-61_thegoose-1-1,Yersi3-61_thegoose-1,qaz,61-3,false,expert,chechurofielddata,,,
Zilo1-61_thegoose-1-1,Zilo1-61_thegoose-1,хъази,61-3,false,expert,chechurofielddata,,,
Zilo2-61_thegoose-1-1,Zilo2-61_thegoose-1,хъази,61-3,false,expert,chechurofielddata,,,
D_Archi-61_thegoose-1-1,D_Archi-61_thegoose-1,qaz,61-3,false,expert,chechurofielddata,,,
Tlibisho1-61_thegoose-1-1,Tlibisho1-61_thegoose-1,хъаз,61-3,false,expert,chechurofielddata,,,
D_Bagvalal-61_thegoose-1-1,D_Bagvalal-61_thegoose-1,хъаз,61-3,false,expert,chechurofielddata,,,
E_Avar-61_thegoose-1-1,E_Avar-61_thegoose-1,хъаз,61-3,false,expert,chechurofielddata,,,
E_Chechen-61_thegoose-1-1,E_Chechen-61_thegoose-1,г1аз,61-3,false,expert,chechurofielddata,,,
E_Kumyk-61_thegoose-1-1,E_Kumyk-61_thegoose-1,къаз,61-3,false,expert,chechurofielddata,,,
E_Persian-61_thegoose-1-1,E_Persian-61_thegoose-1,ġāz,61-3,false,expert,armandpc,,,
Anchikh1-61_thegoose-1-1,Anchikh1-61_thegoose-1,хъаз,61-3,false,expert,chechurofielddata,,,
Fiy1-61_thegoose-1-1,Fiy1-61_thegoose-1,КЪАЗ,61-3,false,expert,chechurofielddata,,,
Fiy2-61_thegoose-1-1,Fiy2-61_thegoose-1,КЪАЗ,61-3,false,expert,chechurofielddata,,,
Gdym1-61_thegoose-1-1,Gdym1-61_thegoose-1,КЪАЗ,61-3,false,expert,chechurofielddata,,,
Khnov2-61_thegoose-1-1,Khnov2-61_thegoose-1,къаз,61-3,false,expert,chechurofielddata,,,
Khnov3-61_thegoose-1-1,Khnov3-61_thegoose-1,къаз,61-3,false,expert,chechurofielddata,,,
Kina4-61_thegoose-1-1,Kina4-61_thegoose-1,къаз,61-3,false,expert,chechurofielddata,,,
Kina5-61_thegoose-1-1,Kina5-61_thegoose-1,къаз,61-3,false,expert,chechurofielddata,,,
Kina3a-61_thegoose-1-1,Kina3a-61_thegoose-1,къаз,61-3,false,expert,chechurofielddata,,,
Kina2a-61_thegoose-1-1,Kina2a-61_thegoose-1,къаз,61-3,false,expert,chechurofielddata,,,
Kina1a-61_thegoose-1-1,Kina1a-61_thegoose-1,къаз,61-3,false,expert,chechurofielddata,,,
Kvankhidatli1-61_thegoose-1-1,Kvankhidatli1-61_thegoose-1,хъази,61-3,false,expert,chechurofielddata,,,
Kvankhidatli1-61_thegoose-2-1,Kvankhidatli1-61_thegoose-2,хъази,61-3,false,expert,chechurofielddata,,,
Tukita2-61_thegoose-1-1,Tukita2-61_thegoose-1,хъаз,61-3,false,expert,chechurofielddata,,,
Tukita3-61_thegoose-1-1,Tukita3-61_thegoose-1,хъаз,61-3,false,expert,chechurofielddata,,,
Tukita4-61_thegoose-1-1,Tukita4-61_thegoose-1,хъаз,61-3,false,expert,chechurofielddata,,,
Tukita5-61_thegoose-1-1,Tukita5-61_thegoose-1,хъаз,61-3,false,expert,chechurofielddata,,,
E_Russian-61_thegoose-1-1,E_Russian-61_thegoose-1,гусь,61-6,false,expert,chechurofielddata,,,
E_Arabic-61_thegoose-1-1,E_Arabic-61_thegoose-1,اِوَزَّة,61-8,false,expert,bulakhpc,,,
E_Persian-62_thegrape-1-1,E_Persian-62_thegrape-1,angur,62-1,false,expert,armandpc,,,
Bezhta1-62_thegrape-1-1,Bezhta1-62_thegrape-1,k’odo,62-3,false,expert,chechurofielddata,,,
D_Bezhta2-62_thegrape-1-1,D_Bezhta2-62_thegrape-1,k’odo,62-3,false,expert,chechurofielddata,,,
Alibeglo1-62_thegrape-1-1,Alibeglo1-62_thegrape-1,q'urdzeni,62-4,false,expert,chechurofielddata,,,
Meshabash1-62_thegrape-1-1,Meshabash1-62_thegrape-1,q'urdzeni,62-4,false,expert,chechurofielddata,,,
Qax4-62_thegrape-1-1,Qax4-62_thegrape-1,q'urdzeni,62-4,false,expert,chechurofielddata,,,
Qax5-62_thegrape-1-1,Qax5-62_thegrape-1,q'urdzeni,62-4,false,expert,chechurofielddata,,,
Qax6-62_thegrape-1-1,Qax6-62_thegrape-1,q'urdzeni,62-4,false,expert,chechurofielddata,,,
E_Georgian-62_thegrape-1-1,E_Georgian-62_thegrape-1,q'urdzeni,62-4,false,expert,chechurofielddata,,,
D_Rutul-62_thegrape-1-1,D_Rutul-62_thegrape-1,тIымыл,62-5,false,expert,chechurofielddata,,,
Ikhrek1-62_thegrape-1-1,Ikhrek1-62_thegrape-1,тIымыл,62-5,false,expert,chechurofielddata,,,
Ikhrek2-62_thegrape-1-1,Ikhrek2-62_thegrape-1,тIымыл,62-5,false,expert,chechurofielddata,,,
Ikhrek3-62_thegrape-1-1,Ikhrek3-62_thegrape-1,тIымыл,62-5,false,expert,chechurofielddata,,,
Ikhrek4-62_thegrape-1-1,Ikhrek4-62_thegrape-1,тIымыл,62-5,false,expert,chechurofielddata,,,
Kiche1-62_thegrape-1-1,Kiche1-62_thegrape-1,тIымыл,62-5,false,expert,chechurofielddata,,,
Kiche2-62_thegrape-1-1,Kiche2-62_thegrape-1,тIымыл,62-5,false,expert,chechurofielddata,,,
Rutul1-62_thegrape-1-1,Rutul1-62_thegrape-1,тIымыл,62-5,false,expert,chechurofielddata,,,
D_Archi-62_thegrape-1-1,D_Archi-62_thegrape-1,t’ummul,62-5,false,expert,chechurofielddata,,,
Kina4-62_thegrape-1-1,Kina4-62_thegrape-1,тIымыл,62-5,false,expert,chechurofielddata,,,
Kina5-62_thegrape-1-1,Kina5-62_thegrape-1,тIымыл,62-5,false,expert,chechurofielddata,,,
Kina3a-62_thegrape-1-1,Kina3a-62_thegrape-1,тIымыл,62-5,false,expert,chechurofielddata,,,
Kina2a-62_thegrape-1-1,Kina2a-62_thegrape-1,тIымыл,62-5,false,expert,chechurofielddata,,,
Kina1a-62_thegrape-1-1,Kina1a-62_thegrape-1,тIымыл,62-5,false,expert,chechurofielddata,,,
Khnov1-62_thegrape-1-1,Khnov1-62_thegrape-1,тIымыл,62-5,false,expert,chechurofielddata,,,
Khnov2-62_thegrape-1-1,Khnov2-62_thegrape-1,тIымыл,62-5,false,expert,chechurofielddata,,,
Khnov3-62_thegrape-1-1,Khnov3-62_thegrape-1,тIымыл,62-5,false,expert,chechurofielddata,,,
D_Agul-62_thegrape-1-1,D_Agul-62_thegrape-1,уьзуьм,62-6,false,expert,chechurofielddata,,,
E_Azerbaijani-62_thegrape-1-1,E_Azerbaijani-62_thegrape-1,üzüm,62-6,false,expert,suleymanovpc,,,
D_Rutul-62_thegrape-2-1,D_Rutul-62_thegrape-2,изюм,62-6,false,expert,chechurofielddata,,,
Darvag1-62_thegrape-1-1,Darvag1-62_thegrape-1,üzüm,62-6,false,expert,chechurofielddata,,,
Darvag2-62_thegrape-1-1,Darvag2-62_thegrape-1,üzüm,62-6,false,expert,chechurofielddata,,,
Darvag3-62_thegrape-1-1,Darvag3-62_thegrape-1,üzüm,62-6,false,expert,chechurofielddata,,,
Darvag4-62_thegrape-1-1,Darvag4-62_thegrape-1,üzüm,62-6,false,expert,chechurofielddata,,,
Darvag4-62_thegrape-2-1,Darvag4-62_thegrape-2,üzüm,62-6,false,expert,chechurofielddata,,,
Darvag5-62_thegrape-1-1,Darvag5-62_thegrape-1,üzüm,62-6,false,expert,chechurofielddata,,,
Darvag6-62_thegrape-1-1,Darvag6-62_thegrape-1,üzüm,62-6,false,expert,chechurofielddata,,,
Ilisu1-62_thegrape-1-1,Ilisu1-62_thegrape-1,üzüm,62-6,false,expert,chechurofielddata,,,
Qax2-62_thegrape-1-1,Qax2-62_thegrape-1,üzüm,62-6,false,expert,chechurofielddata,,,
Qax3-62_thegrape-1-1,Qax3-62_thegrape-1,üzüm,62-6,false,expert,chechurofielddata,,,
Qax7-62_thegrape-1-1,Qax7-62_thegrape-1,üzüm,62-6,false,expert,chechurofielddata,,,
Qax9-62_thegrape-1-1,Qax9-62_thegrape-1,üzüm,62-6,false,expert,chechurofielddata,,,
Yersi1-62_thegrape-1-1,Yersi1-62_thegrape-1,üzüm,62-6,false,expert,chechurofielddata,,,
Yersi2-62_thegrape-1-1,Yersi2-62_thegrape-1,üzüm,62-6,false,expert,chechurofielddata,,,
Yersi3-62_thegrape-1-1,Yersi3-62_thegrape-1,üzüm,62-6,false,expert,chechurofielddata,,,
E_Kumyk-62_thegrape-1-1,E_Kumyk-62_thegrape-1,юзюм,62-6,false,expert,chechurofielddata,,,
D_Bagvalal-62_thegrape-1-1,D_Bagvalal-62_thegrape-1,агь,62-7,false,expert,chechurofielddata,,,
E_Russian-62_thegrape-1-1,E_Russian-62_thegrape-1,виноград,62-8,false,expert,chechurofielddata,,,
D_Botlikh-62_thegrape-1-1,D_Botlikh-62_thegrape-1,к1ик1и,62-9,false,expert,chechurofielddata,,,
D_Hinuq-62_thegrape-1-1,D_Hinuq-62_thegrape-1,кIвиди,62-3,false,expert,chechurofielddata,,,
D_Hinuq-62_thegrape-2-1,D_Hinuq-62_thegrape-2,кIвиди,62-3,false,expert,chechurofielddata,,,
D_Tsez-62_thegrape-1-1,D_Tsez-62_thegrape-1,кIуди,62-3,false,expert,chechurofielddata,,,
Kidero1-62_thegrape-1-1,Kidero1-62_thegrape-1,кIуди,62-3,false,expert,chechurofielddata,,,
Kidero2-62_thegrape-1-1,Kidero2-62_thegrape-1,кIуди,62-3,false,expert,chechurofielddata,,,
Kidero3-62_thegrape-1-1,Kidero3-62_thegrape-1,кIуди,62-3,false,expert,chechurofielddata,,,
Bezhta2-62_thegrape-1-1,Bezhta2-62_thegrape-1,k’odo,62-3,false,expert,chechurofielddata,,,
D_Rutul-62_thegrape-3-1,D_Rutul-62_thegrape-3,кишмиш,62-11,false,expert,chechurofielddata,,,
E_Chechen-62_thegrape-1-1,E_Chechen-62_thegrape-1,кемсаш,62-11,false,expert,chechurofielddata,,,
D_Agul-62_thegrape-2-1,D_Agul-62_thegrape-2,тIибитI,62-12,false,expert,chechurofielddata,,,
D_Tabasaran-62_thegrape-1-1,D_Tabasaran-62_thegrape-1,тIумтIар,62-13,false,expert,chechurofielddata,,,
D_Karata-62_thegrape-1-1,D_Karata-62_thegrape-1,ц1ибил,62-14,false,expert,chechurofielddata,,,
Karata1-62_thegrape-1-1,Karata1-62_thegrape-1,ц1ибил,62-14,false,expert,chechurofielddata,,,
Karata3-62_thegrape-1-1,Karata3-62_thegrape-1,ц1ибил,62-14,false,expert,chechurofielddata,,,
Karata4-62_thegrape-1-1,Karata4-62_thegrape-1,ц1ибил,62-14,false,expert,chechurofielddata,,,
Tukita1-62_thegrape-1-1,Tukita1-62_thegrape-1,ц1ибил,62-14,false,expert,chechurofielddata,,,
Tlibisho1-62_thegrape-1-1,Tlibisho1-62_thegrape-1,къáра-цIибил,62-14,false,expert,chechurofielddata,,,
Tlibisho2-62_thegrape-1-1,Tlibisho2-62_thegrape-1,къáра-цIибил,62-14,false,expert,chechurofielddata,,,
Tlibisho3-62_thegrape-1-1,Tlibisho3-62_thegrape-1,къáра-цIибил,62-14,false,expert,chechurofielddata,,,
Tlibisho4-62_thegrape-1-1,Tlibisho4-62_thegrape-1,къáра-цIибил,62-14,false,expert,chechurofielddata,,,
D_Bagvalal-62_thegrape-2-1,D_Bagvalal-62_thegrape-2,къáра-цIибил,62-14,false,expert,chechurofielddata,,,
E_Avar-62_thegrape-1-1,E_Avar-62_thegrape-1,цIибил,62-14,false,expert,chechurofielddata,,,
Anchikh1-62_thegrape-1-1,Anchikh1-62_thegrape-1,ц1ибил,62-14,false,expert,chechurofielddata,,,
Anchikh2-62_thegrape-1-1,Anchikh2-62_thegrape-1,ц1ибил,62-14,false,expert,chechurofielddata,,,
Tukita2-62_thegrape-1-1,Tukita2-62_thegrape-1,ц1ибил,62-14,false,expert,chechurofielddata,,,
Tukita3-62_thegrape-1-1,Tukita3-62_thegrape-1,ц1ибил,62-14,false,expert,chechurofielddata,,,
Tukita4-62_thegrape-1-1,Tukita4-62_thegrape-1,ц1ибил,62-14,false,expert,chechurofielddata,,,
Tukita5-62_thegrape-1-1,Tukita5-62_thegrape-1,ц1ибил,62-14,false,expert,chechurofielddata,,,
D_Lezgian-62_thegrape-1-1,D_Lezgian-62_thegrape-1,ЦИПИЦ,62-15,false,expert,chechurofielddata,,,
Fiy1-62_thegrape-1-1,Fiy1-62_thegrape-1,ЦИПИЦ,62-15,false,expert,chechurofielddata,,,
Fiy2-62_thegrape-1-1,Fiy2-62_thegrape-1,ЦИПИЦ,62-15,false,expert,chechurofielddata,,,
D_Gagatli-62_thegrape-1-1,D_Gagatli-62_thegrape-1,ч1ич1ил,62-17,false,expert,chechurofielddata,,,
Rikvani1-62_thegrape-1-1,Rikvani1-62_thegrape-1,ч1ич1ил,62-17,false,expert,chechurofielddata,,,
Zilo1-62_thegrape-1-1,Zilo1-62_thegrape-1,ч1ич1ил,62-17,false,expert,chechurofielddata,,,
Zilo2-62_thegrape-1-1,Zilo2-62_thegrape-1,ч1ич1ил,62-17,false,expert,chechurofielddata,,,
Kvankhidatli1-62_thegrape-1-1,Kvankhidatli1-62_thegrape-1,ч1ич1ил,62-17,false,expert,chechurofielddata,,,
D_Bagvalal-62_thegrape-3-1,D_Bagvalal-62_thegrape-3,чóрма,62-18,false,expert,chechurofielddata,,,
E_Arabic-62_thegrape-1-1,E_Arabic-62_thegrape-1,عِنَب,62-19,false,expert,bulakhpc,,,
D_Archi-63_thegrasshopper-1-1,D_Archi-63_thegrasshopper-1,apalχac'i,63-1,false,expert,chechurofielddata,,,
Alibeglo1-63_thegrasshopper-1-1,Alibeglo1-63_thegrasshopper-1,k'alia,63-6,false,expert,chechurofielddata,,,
Qax4-63_thegrasshopper-1-1,Qax4-63_thegrasshopper-1,k'alia,63-6,false,expert,chechurofielddata,,,
Qax5-63_thegrasshopper-1-1,Qax5-63_thegrasshopper-1,k'alia,63-6,false,expert,chechurofielddata,,,
Qax6-63_thegrasshopper-1-1,Qax6-63_thegrasshopper-1,k'alia,63-6,false,expert,chechurofielddata,,,
E_Georgian-63_thegrasshopper-1-1,E_Georgian-63_thegrasshopper-1,k'alia,63-6,false,expert,chechurofielddata,,,
E_Persian-63_thegrasshopper-1-1,E_Persian-63_thegrasshopper-1,malax-e bāġi,63-7,false,expert,armandpc,,,
Bezhta1-63_thegrasshopper-1-1,Bezhta1-63_thegrasshopper-1,xac’o,63-9,false,expert,chechurofielddata,,,
D_Hinuq-63_thegrasshopper-1-1,D_Hinuq-63_thegrasshopper-1,хоцIе,63-9,false,expert,chechurofielddata,,,
D_Tsez-63_thegrasshopper-1-1,D_Tsez-63_thegrasshopper-1,ХÓЦIУ,63-9,false,expert,chechurofielddata,,,
Kidero1-63_thegrasshopper-1-1,Kidero1-63_thegrasshopper-1,ХÓЦIУ,63-9,false,expert,chechurofielddata,,,
Kidero2-63_thegrasshopper-1-1,Kidero2-63_thegrasshopper-1,ХÓЦIУ,63-9,false,expert,chechurofielddata,,,
Kidero3-63_thegrasshopper-1-1,Kidero3-63_thegrasshopper-1,ХÓЦIУ,63-9,false,expert,chechurofielddata,,,
D_Bezhta2-63_thegrasshopper-1-1,D_Bezhta2-63_thegrasshopper-1,xac’o,63-9,false,expert,chechurofielddata,,,
E_Avar-63_thegrasshopper-1-1,E_Avar-63_thegrasshopper-1,гарцI,63-12,false,expert,chechurofielddata,,,
D_Botlikh-63_thegrasshopper-1-1,D_Botlikh-63_thegrasshopper-1,гьац1а,63-12,false,expert,chechurofielddata,,,
D_Gagatli-63_thegrasshopper-1-1,D_Gagatli-63_thegrasshopper-1,гъац1а,63-12,false,expert,chechurofielddata,,,
D_Karata-63_thegrasshopper-1-1,D_Karata-63_thegrasshopper-1,гъац1а,63-12,false,expert,chechurofielddata,,,
Karata1-63_thegrasshopper-1-1,Karata1-63_thegrasshopper-1,гъац1а,63-12,false,expert,chechurofielddata,,,
Karata3-63_thegrasshopper-1-1,Karata3-63_thegrasshopper-1,гъац1а,63-12,false,expert,chechurofielddata,,,
Karata4-63_thegrasshopper-1-1,Karata4-63_thegrasshopper-1,гъац1а,63-12,false,expert,chechurofielddata,,,
Rikvani1-63_thegrasshopper-1-1,Rikvani1-63_thegrasshopper-1,гъац1а,63-12,false,expert,chechurofielddata,,,
Tukita1-63_thegrasshopper-1-1,Tukita1-63_thegrasshopper-1,гъац1а,63-12,false,expert,chechurofielddata,,,
Zilo1-63_thegrasshopper-1-1,Zilo1-63_thegrasshopper-1,гъац1а,63-12,false,expert,chechurofielddata,,,
Zilo2-63_thegrasshopper-1-1,Zilo2-63_thegrasshopper-1,гъац1а,63-12,false,expert,chechurofielddata,,,
Tlibisho1-63_thegrasshopper-1-1,Tlibisho1-63_thegrasshopper-1,гъáцIа,63-12,false,expert,chechurofielddata,,,
Tlibisho2-63_thegrasshopper-1-1,Tlibisho2-63_thegrasshopper-1,гъáцIа,63-12,false,expert,chechurofielddata,,,
Tlibisho3-63_thegrasshopper-1-1,Tlibisho3-63_thegrasshopper-1,гъáцIа,63-12,false,expert,chechurofielddata,,,
D_Bagvalal-63_thegrasshopper-1-1,D_Bagvalal-63_thegrasshopper-1,гъáцIа,63-12,false,expert,chechurofielddata,,,
Anchikh1-63_thegrasshopper-1-1,Anchikh1-63_thegrasshopper-1,гъац1а,63-12,false,expert,chechurofielddata,,,
Anchikh2-63_thegrasshopper-1-1,Anchikh2-63_thegrasshopper-1,гъац1а,63-12,false,expert,chechurofielddata,,,
Kvankhidatli1-63_thegrasshopper-1-1,Kvankhidatli1-63_thegrasshopper-1,гъац1а,63-12,false,expert,chechurofielddata,,,
Tukita2-63_thegrasshopper-1-1,Tukita2-63_thegrasshopper-1,гъац1а,63-12,false,expert,chechurofielddata,,,
Tukita3-63_thegrasshopper-1-1,Tukita3-63_thegrasshopper-1,гъац1а,63-12,false,expert,chechurofielddata,,,
Tukita4-63_thegrasshopper-1-1,Tukita4-63_thegrasshopper-1,гъац1а,63-12,false,expert,chechurofielddata,,,
Tukita5-63_thegrasshopper-1-1,Tukita5-63_thegrasshopper-1,гъац1а,63-12,false,expert,chechurofielddata,,,
E_Azerbaijani-63_thegrasshopper-1-1,E_Azerbaijani-63_thegrasshopper-1,cırcırama,63-14,false,expert,suleymanovpc,,,
Darvag3-63_thegrasshopper-1-1,Darvag3-63_thegrasshopper-1,cırcırama,63-14,false,expert,chechurofielddata,,,
E_Russian-63_thegrasshopper-1-1,E_Russian-63_thegrasshopper-1,кузнечик,63-17,false,expert,chechurofielddata,,,
D_Tabasaran-63_thegrasshopper-1-1,D_Tabasaran-63_thegrasshopper-1,укIан кьяцц,63-18,false,expert,chechurofielddata,,,
D_Rutul-63_thegrasshopper-1-1,D_Rutul-63_thegrasshopper-1,ц1ыц1,63-27,false,expert,chechurofielddata,,,
Ikhrek4-63_thegrasshopper-1-1,Ikhrek4-63_thegrasshopper-1,ц1ыц1,63-27,false,expert,chechurofielddata,,,
Kiche1-63_thegrasshopper-1-1,Kiche1-63_thegrasshopper-1,ц1ыц1,63-27,false,expert,chechurofielddata,,,
Kiche2-63_thegrasshopper-1-1,Kiche2-63_thegrasshopper-1,ц1ыц1,63-27,false,expert,chechurofielddata,,,
Kina4-63_thegrasshopper-1-1,Kina4-63_thegrasshopper-1,ц1ыц1,63-27,false,expert,chechurofielddata,,,
Kina5-63_thegrasshopper-1-1,Kina5-63_thegrasshopper-1,ц1ыц1,63-27,false,expert,chechurofielddata,,,
Kina3a-63_thegrasshopper-1-1,Kina3a-63_thegrasshopper-1,ц1ыц1,63-27,false,expert,chechurofielddata,,,
Kina2a-63_thegrasshopper-1-1,Kina2a-63_thegrasshopper-1,ц1ыц1,63-27,false,expert,chechurofielddata,,,
Kina1a-63_thegrasshopper-1-1,Kina1a-63_thegrasshopper-1,ц1ыц1,63-27,false,expert,chechurofielddata,,,
D_Agul-63_thegrasshopper-1-1,D_Agul-63_thegrasshopper-1,чуькI,63-28,false,expert,chechurofielddata,,,
E_Chechen-63_thegrasshopper-1-1,E_Chechen-63_thegrasshopper-1,цаьпцалг,63-30,false,expert,chechurofielddata,,,
D_Tabasaran-63_thegrasshopper-2-1,D_Tabasaran-63_thegrasshopper-2,ялгнаг,63-32,false,expert,chechurofielddata,,,
E_Arabic-63_thegrasshopper-1-1,E_Arabic-63_thegrasshopper-1,جُنْدُب,63-33,false,expert,bulakhpc,,,
Khnov1-63_thegrasshopper-1-1,Khnov1-63_thegrasshopper-1,ц1ыц1,63-27,false,expert,chechurofielddata,,,
Khnov2-63_thegrasshopper-1-1,Khnov2-63_thegrasshopper-1,ц1ыц1,63-27,false,expert,chechurofielddata,,,
E_Kumyk-63_thegrasshopper-1-1,E_Kumyk-63_thegrasshopper-1,увакъченгертки,63-37,false,expert,chechurofielddata,,,
E_Arabic-64_theguest-1-1,E_Arabic-64_theguest-1,ضَيْف,64-1,false,expert,bulakhpc,,,
Bezhta1-64_theguest-1-1,Bezhta1-64_theguest-1,hobol,64-2,false,expert,chechurofielddata,,,
D_Bezhta2-64_theguest-1-1,D_Bezhta2-64_theguest-1,hobol,64-2,false,expert,chechurofielddata,,,
E_Avar-64_theguest-1-1,E_Avar-64_theguest-1,гьобол,64-2,false,expert,chechurofielddata,,,
Bezhta2-64_theguest-1-1,Bezhta2-64_theguest-1,hobol,64-2,false,expert,chechurofielddata,,,
E_Azerbaijani-64_theguest-1-1,E_Azerbaijani-64_theguest-1,qonaq,64-3,false,expert,suleymanovpc,,,
Darvag1-64_theguest-1-1,Darvag1-64_theguest-1,qonaq,64-3,false,expert,chechurofielddata,,,
Darvag2-64_theguest-1-1,Darvag2-64_theguest-1,qonaq,64-3,false,expert,chechurofielddata,,,
Darvag4-64_theguest-1-1,Darvag4-64_theguest-1,qonaq,64-3,false,expert,chechurofielddata,,,
Darvag5-64_theguest-1-1,Darvag5-64_theguest-1,qonaq,64-3,false,expert,chechurofielddata,,,
Darvag6-64_theguest-1-1,Darvag6-64_theguest-1,qonaq,64-3,false,expert,chechurofielddata,,,
Ilisu1-64_theguest-1-1,Ilisu1-64_theguest-1,qonaq,64-3,false,expert,chechurofielddata,,,
Qax2-64_theguest-1-1,Qax2-64_theguest-1,qonaq,64-3,false,expert,chechurofielddata,,,
Qax3-64_theguest-1-1,Qax3-64_theguest-1,qonaq,64-3,false,expert,chechurofielddata,,,
Qax7-64_theguest-1-1,Qax7-64_theguest-1,qonaq,64-3,false,expert,chechurofielddata,,,
Qax9-64_theguest-1-1,Qax9-64_theguest-1,qonaq,64-3,false,expert,chechurofielddata,,,
Yersi1-64_theguest-1-1,Yersi1-64_theguest-1,qonaq,64-3,false,expert,chechurofielddata,,,
Yersi2-64_theguest-1-1,Yersi2-64_theguest-1,qonaq,64-3,false,expert,chechurofielddata,,,
Yersi3-64_theguest-1-1,Yersi3-64_theguest-1,qonaq,64-3,false,expert,chechurofielddata,,,
E_Kumyk-64_theguest-1-1,E_Kumyk-64_theguest-1,къонакъ,64-3,false,expert,chechurofielddata,,,
D_Agul-64_theguest-1-1,D_Agul-64_theguest-1,мугьман,64-4,false,expert,chechurofielddata,,,
D_Lezgian-64_theguest-1-1,D_Lezgian-64_theguest-1,МУГЬМАН,64-4,false,expert,chechurofielddata,,,
D_Rutul-64_theguest-1-1,D_Rutul-64_theguest-1,мийман,64-4,false,expert,chechurofielddata,,,
Ikhrek1-64_theguest-1-1,Ikhrek1-64_theguest-1,мийман,64-4,false,expert,chechurofielddata,,,
Ikhrek2-64_theguest-1-1,Ikhrek2-64_theguest-1,мийман,64-4,false,expert,chechurofielddata,,,
Ikhrek3-64_theguest-1-1,Ikhrek3-64_theguest-1,мийман,64-4,false,expert,chechurofielddata,,,
Ikhrek4-64_theguest-1-1,Ikhrek4-64_theguest-1,мийман,64-4,false,expert,chechurofielddata,,,
Khlyut1-64_theguest-1-1,Khlyut1-64_theguest-1,МУГЬМАН,64-4,false,expert,chechurofielddata,,,
Khlyut2-64_theguest-1-1,Khlyut2-64_theguest-1,МУГЬМАН,64-4,false,expert,chechurofielddata,,,
Khlyut3-64_theguest-1-1,Khlyut3-64_theguest-1,МУГЬМАН,64-4,false,expert,chechurofielddata,,,
Khlyut4-64_theguest-1-1,Khlyut4-64_theguest-1,МУГЬМАН,64-4,false,expert,chechurofielddata,,,
